round,priority_family,source_type,source_id,candidate_status_round17,candidate_text,exactness_level,exactness_gate_status,structure_gate_status,local_dedup_gate_status,generator_route_gate_status,split_leakage_gate_status,training_allowed_round18,why_blocked,chebi_round18_cache_summary,raw_file
18,bile_acid_secondary_transformations,PubMed,PMID:29549099,enzyme_or_mechanism_lead,Metabolism of Oxo-Bile Acids and Characterization of Recombinant 12α-Hydroxysteroid Dehydrogenases from Bile Acid 7α-Dehydroxylating Human Gut Bacteria.,paper_mechanism_lead,needs_manual_extraction,not_applicable_until_exact_pair_extracted,not_started,not_started,not_started,False,The title suggests an enzyme/mechanism; full paper or abstract must expose exact substrate-product pairs.,39/46 cached ChEBI records have structures; failed/missing records must be rechecked.,data\curation\ncbi_round17_raw\gut_microbiota_bile_acid_7_alpha_dehydroxylation_deoxycholic_acid_esearch.json
18,bile_acid_secondary_transformations,PubMed,PMID:25411028,literature_lead_for_manual_exact_pair_review,A metabolomic and pharmacokinetic study on the mechanism underlying the lipid-lowering effect of orally administered berberine.,paper_search_lead,needs_manual_extraction,not_applicable_until_exact_pair_extracted,not_started,not_started,not_started,False,Search hit needs manual reaction extraction before it can become a candidate label.,39/46 cached ChEBI records have structures; failed/missing records must be rechecked.,data\curation\ncbi_round17_raw\gut_microbiota_bile_acid_7_alpha_dehydroxylation_deoxycholic_acid_esearch.json
18,tma_choline_carnitine_metabolism,PubMed,PMID:41786258,literature_lead_for_manual_exact_pair_review,Microbial metabolite trimethylamine N-oxide exacerbated microglial-mediated neuroinflammation in hemorrhagic stroke.,paper_search_lead,needs_manual_extraction,not_applicable_until_exact_pair_extracted,not_started,not_started,not_started,False,Search hit needs manual reaction extraction before it can become a candidate label.,39/46 cached ChEBI records have structures; failed/missing records must be rechecked.,data\curation\ncbi_round17_raw\gut_microbiota_carnitine_trimethylamine_esearch.json
18,tma_choline_carnitine_metabolism,PubMed,PMID:41724378,literature_lead_for_manual_exact_pair_review,Association between the gut microbiota and estimated glomerular filtration rate in two Swedish population-based cohorts.,paper_search_lead,needs_manual_extraction,not_applicable_until_exact_pair_extracted,not_started,not_started,not_started,False,Search hit needs manual reaction extraction before it can become a candidate label.,39/46 cached ChEBI records have structures; failed/missing records must be rechecked.,data\curation\ncbi_round17_raw\gut_microbiota_carnitine_trimethylamine_esearch.json
18,tma_choline_carnitine_metabolism,PubMed,PMID:41705073,literature_lead_for_manual_exact_pair_review,Elevated serum trimethylamine N-oxide (TMAO) and trimethyllysine in patients with amyotrophic lateral sclerosis (ALS): An exploratory case-control study.,paper_search_lead,needs_manual_extraction,not_applicable_until_exact_pair_extracted,not_started,not_started,not_started,False,Search hit needs manual reaction extraction before it can become a candidate label.,39/46 cached ChEBI records have structures; failed/missing records must be rechecked.,data\curation\ncbi_round17_raw\gut_microbiota_carnitine_trimethylamine_esearch.json
18,tma_choline_carnitine_metabolism,PubMed,PMID:41627321,literature_lead_for_manual_exact_pair_review,Punicalagin is the key pomegranate polyphenol inhibiting gut microbial trimethylamine (TMA) production from L-carnitine in an in vitro human colon model.,paper_search_lead,needs_manual_extraction,not_applicable_until_exact_pair_extracted,not_started,not_started,not_started,False,Search hit needs manual reaction extraction before it can become a candidate label.,39/46 cached ChEBI records have structures; failed/missing records must be rechecked.,data\curation\ncbi_round17_raw\gut_microbiota_carnitine_trimethylamine_esearch.json
18,tma_choline_carnitine_metabolism,PubMed,PMID:41516081,literature_lead_for_manual_exact_pair_review,"Interplay Among Gut Microbiota-Derived TMAO, Autonomic Nervous System Dysfunction, and Heart Failure Progression.",paper_search_lead,needs_manual_extraction,not_applicable_until_exact_pair_extracted,not_started,not_started,not_started,False,Search hit needs manual reaction extraction before it can become a candidate label.,39/46 cached ChEBI records have structures; failed/missing records must be rechecked.,data\curation\ncbi_round17_raw\gut_microbiota_carnitine_trimethylamine_esearch.json
18,tma_choline_carnitine_metabolism,PubMed,PMID:41441627,literature_lead_for_manual_exact_pair_review,"Correlations Between Trimethylamine-N-Oxide, Megalin, Lysine and Markers of Tubular Damage in Chronic Kidney Disease.",paper_search_lead,needs_manual_extraction,not_applicable_until_exact_pair_extracted,not_started,not_started,not_started,False,Search hit needs manual reaction extraction before it can become a candidate label.,39/46 cached ChEBI records have structures; failed/missing records must be rechecked.,data\curation\ncbi_round17_raw\gut_microbiota_carnitine_trimethylamine_esearch.json
18,tma_choline_carnitine_metabolism,PubMed,PMID:41374010,literature_lead_for_manual_exact_pair_review,Plasma and Urinary TMAO and Methylamine Responses to Meat and Egg Ingestion: Links to Gut Microbiota Composition in Subjects With and Without Metabolic Syndrome.,paper_search_lead,needs_manual_extraction,not_applicable_until_exact_pair_extracted,not_started,not_started,not_started,False,Search hit needs manual reaction extraction before it can become a candidate label.,39/46 cached ChEBI records have structures; failed/missing records must be rechecked.,data\curation\ncbi_round17_raw\gut_microbiota_carnitine_trimethylamine_esearch.json
18,tma_choline_carnitine_metabolism,PubMed,PMID:41291687,literature_lead_for_manual_exact_pair_review,Associations of trimethylamine N-oxide (TMAO) and its precursors with childhood obesity: a case-control study.,paper_search_lead,needs_manual_extraction,not_applicable_until_exact_pair_extracted,not_started,not_started,not_started,False,Search hit needs manual reaction extraction before it can become a candidate label.,39/46 cached ChEBI records have structures; failed/missing records must be rechecked.,data\curation\ncbi_round17_raw\gut_microbiota_carnitine_trimethylamine_esearch.json
18,tma_choline_carnitine_metabolism,PubMed,PMID:41154676,literature_lead_for_manual_exact_pair_review,From Gut to Heart: Targeting Trimethylamine N-Oxide as a Novel Strategy in Heart Failure Management.,paper_search_lead,needs_manual_extraction,not_applicable_until_exact_pair_extracted,not_started,not_started,not_started,False,Search hit needs manual reaction extraction before it can become a candidate label.,39/46 cached ChEBI records have structures; failed/missing records must be rechecked.,data\curation\ncbi_round17_raw\gut_microbiota_carnitine_trimethylamine_esearch.json
18,tma_choline_carnitine_metabolism,PubMed,PMID:40996814,literature_lead_for_manual_exact_pair_review,Associations of Plasma Trimethylamine N -Oxide-Related Metabolites with the Development and Progression of Albuminuria : The Multiethnic Study of Atherosclerosis.,paper_search_lead,needs_manual_extraction,not_applicable_until_exact_pair_extracted,not_started,not_started,not_started,False,Search hit needs manual reaction extraction before it can become a candidate label.,39/46 cached ChEBI records have structures; failed/missing records must be rechecked.,data\curation\ncbi_round17_raw\gut_microbiota_carnitine_trimethylamine_esearch.json
18,tma_choline_carnitine_metabolism,PubMed,PMID:40987209,literature_lead_for_manual_exact_pair_review,Trimethylamine N-Oxide (TMAO) and cancer risk: Insights into a possible link.,paper_search_lead,needs_manual_extraction,not_applicable_until_exact_pair_extracted,not_started,not_started,not_started,False,Search hit needs manual reaction extraction before it can become a candidate label.,39/46 cached ChEBI records have structures; failed/missing records must be rechecked.,data\curation\ncbi_round17_raw\gut_microbiota_carnitine_trimethylamine_esearch.json
18,tma_choline_carnitine_metabolism,PubMed,PMID:40970516,literature_lead_for_manual_exact_pair_review,"Effect of Varying Quantities of Lean Beef as Part of a Mediterranean-Style Dietary Pattern on Gut Microbiota and Plasma, Fecal, and Urinary Metabolites: A Randomized Crossover Controlled Feeding Trial.",paper_search_lead,needs_manual_extraction,not_applicable_until_exact_pair_extracted,not_started,not_started,not_started,False,Search hit needs manual reaction extraction before it can become a candidate label.,39/46 cached ChEBI records have structures; failed/missing records must be rechecked.,data\curation\ncbi_round17_raw\gut_microbiota_carnitine_trimethylamine_esearch.json
18,tma_choline_carnitine_metabolism,PubMed,PMID:40853000,literature_lead_for_manual_exact_pair_review,Proteomic and metabolomic analysis reveals new insights into quaternary amine metabolism in Citrobacter amalonaticus CJ25.,paper_search_lead,needs_manual_extraction,not_applicable_until_exact_pair_extracted,not_started,not_started,not_started,False,Search hit needs manual reaction extraction before it can become a candidate label.,39/46 cached ChEBI records have structures; failed/missing records must be rechecked.,data\curation\ncbi_round17_raw\gut_microbiota_carnitine_trimethylamine_esearch.json
18,tma_choline_carnitine_metabolism,PubMed,PMID:40820985,literature_lead_for_manual_exact_pair_review,Microbiota γ-Butyrobetaine Is Associated With Increased Risk of Major Adverse Limb Events in People With Lower Extremity Arterial Disease Undergoing Endovascular Therapy.,paper_search_lead,needs_manual_extraction,not_applicable_until_exact_pair_extracted,not_started,not_started,not_started,False,Search hit needs manual reaction extraction before it can become a candidate label.,39/46 cached ChEBI records have structures; failed/missing records must be rechecked.,data\curation\ncbi_round17_raw\gut_microbiota_carnitine_trimethylamine_esearch.json
18,tma_choline_carnitine_metabolism,PubMed,PMID:40598778,literature_lead_for_manual_exact_pair_review,"Trimethylamine-N-oxide formation, the bacterial taxa involved and intervention strategies to reduce its concentration in the human body.",paper_search_lead,needs_manual_extraction,not_applicable_until_exact_pair_extracted,not_started,not_started,not_started,False,Search hit needs manual reaction extraction before it can become a candidate label.,39/46 cached ChEBI records have structures; failed/missing records must be rechecked.,data\curation\ncbi_round17_raw\gut_microbiota_carnitine_trimethylamine_esearch.json
18,tma_choline_carnitine_metabolism,PubMed,PMID:42022109,enzyme_or_mechanism_lead,Porphyromonas gingivalis drives trimethylamine-N-oxide accumulation via modulation of gut microbial trimethylamine lyase in mice.,paper_mechanism_lead,needs_manual_extraction,not_applicable_until_exact_pair_extracted,not_started,not_started,not_started,False,The title suggests an enzyme/mechanism; full paper or abstract must expose exact substrate-product pairs.,39/46 cached ChEBI records have structures; failed/missing records must be rechecked.,data\curation\ncbi_round17_raw\gut_microbiota_choline_trimethylamine_lyase_esearch.json
18,tma_choline_carnitine_metabolism,PubMed,PMID:42001815,literature_lead_for_manual_exact_pair_review,Gut microbiota-derived trimethylamine N-oxide promotes vascular dysfunction and hypertension in systemic lupus erythematosus.,paper_search_lead,needs_manual_extraction,not_applicable_until_exact_pair_extracted,not_started,not_started,not_started,False,Search hit needs manual reaction extraction before it can become a candidate label.,39/46 cached ChEBI records have structures; failed/missing records must be rechecked.,data\curation\ncbi_round17_raw\gut_microbiota_choline_trimethylamine_lyase_esearch.json
18,tma_choline_carnitine_metabolism,PubMed,PMID:41855263,literature_lead_for_manual_exact_pair_review,Gut microbe-derived N-acyl serinol lipids shape host postprandial metabolic homeostasis.,paper_search_lead,needs_manual_extraction,not_applicable_until_exact_pair_extracted,not_started,not_started,not_started,False,Search hit needs manual reaction extraction before it can become a candidate label.,39/46 cached ChEBI records have structures; failed/missing records must be rechecked.,data\curation\ncbi_round17_raw\gut_microbiota_choline_trimethylamine_lyase_esearch.json
18,tma_choline_carnitine_metabolism,PubMed,PMID:41728982,literature_lead_for_manual_exact_pair_review,Phenotypic high-throughput screening identifies modulators of gut microbial choline metabolism.,paper_search_lead,needs_manual_extraction,not_applicable_until_exact_pair_extracted,not_started,not_started,not_started,False,Search hit needs manual reaction extraction before it can become a candidate label.,39/46 cached ChEBI records have structures; failed/missing records must be rechecked.,data\curation\ncbi_round17_raw\gut_microbiota_choline_trimethylamine_lyase_esearch.json
18,tma_choline_carnitine_metabolism,PubMed,PMID:41614677,literature_lead_for_manual_exact_pair_review,Discovery of a Highly Potent and Selective Small-Molecule Inhibitor of In Vivo Anaerobic Choline Metabolism by Human Gut Bacteria.,paper_search_lead,needs_manual_extraction,not_applicable_until_exact_pair_extracted,not_started,not_started,not_started,False,Search hit needs manual reaction extraction before it can become a candidate label.,39/46 cached ChEBI records have structures; failed/missing records must be rechecked.,data\curation\ncbi_round17_raw\gut_microbiota_choline_trimethylamine_lyase_esearch.json
18,tma_choline_carnitine_metabolism,PubMed,PMID:41608868,literature_lead_for_manual_exact_pair_review,Gut microbe-derived trimethylamine shapes circadian rhythms through the host receptor TAAR5.,paper_search_lead,needs_manual_extraction,not_applicable_until_exact_pair_extracted,not_started,not_started,not_started,False,Search hit needs manual reaction extraction before it can become a candidate label.,39/46 cached ChEBI records have structures; failed/missing records must be rechecked.,data\curation\ncbi_round17_raw\gut_microbiota_choline_trimethylamine_lyase_esearch.json
18,tma_choline_carnitine_metabolism,PubMed,PMID:41406813,literature_lead_for_manual_exact_pair_review,"Effects of rapeseed meal replacement of soybean meal on production performance, egg quality and gut microbiota in laying ducks.",paper_search_lead,needs_manual_extraction,not_applicable_until_exact_pair_extracted,not_started,not_started,not_started,False,Search hit needs manual reaction extraction before it can become a candidate label.,39/46 cached ChEBI records have structures; failed/missing records must be rechecked.,data\curation\ncbi_round17_raw\gut_microbiota_choline_trimethylamine_lyase_esearch.json
18,tma_choline_carnitine_metabolism,PubMed,PMID:41197815,literature_lead_for_manual_exact_pair_review,"Metformin-mediated modulation of gut microbiota-derived trimethylamine N-oxide (TMAO) in myocardial infarction: Insights from in vivo, metabolomics, and in silico studies.",paper_search_lead,needs_manual_extraction,not_applicable_until_exact_pair_extracted,not_started,not_started,not_started,False,Search hit needs manual reaction extraction before it can become a candidate label.,39/46 cached ChEBI records have structures; failed/missing records must be rechecked.,data\curation\ncbi_round17_raw\gut_microbiota_choline_trimethylamine_lyase_esearch.json
18,tma_choline_carnitine_metabolism,PubMed,PMID:40863168,literature_lead_for_manual_exact_pair_review,Choline Metabolism to the Proatherogenic Metabolite Trimethylamine Occurs Primarily in the Distal Colon Microbiome In Vitro.,paper_search_lead,needs_manual_extraction,not_applicable_until_exact_pair_extracted,not_started,not_started,not_started,False,Search hit needs manual reaction extraction before it can become a candidate label.,39/46 cached ChEBI records have structures; failed/missing records must be rechecked.,data\curation\ncbi_round17_raw\gut_microbiota_choline_trimethylamine_lyase_esearch.json
18,tma_choline_carnitine_metabolism,PubMed,PMID:40852121,literature_lead_for_manual_exact_pair_review,"Ex vivo study on prebiotic & choline combination to modulate gut bacteria, enhance choline bioavailability, and reduce TMA production.",paper_search_lead,needs_manual_extraction,not_applicable_until_exact_pair_extracted,not_started,not_started,not_started,False,Search hit needs manual reaction extraction before it can become a candidate label.,39/46 cached ChEBI records have structures; failed/missing records must be rechecked.,data\curation\ncbi_round17_raw\gut_microbiota_choline_trimethylamine_lyase_esearch.json
18,tma_choline_carnitine_metabolism,PubMed,PMID:39604809,enzyme_or_mechanism_lead,In vivo mechanism of the interaction between trimethylamine lyase expression and glycolytic pathways.,paper_mechanism_lead,needs_manual_extraction,not_applicable_until_exact_pair_extracted,not_started,not_started,not_started,False,The title suggests an enzyme/mechanism; full paper or abstract must expose exact substrate-product pairs.,39/46 cached ChEBI records have structures; failed/missing records must be rechecked.,data\curation\ncbi_round17_raw\gut_microbiota_choline_trimethylamine_lyase_esearch.json
18,tma_choline_carnitine_metabolism,PubMed,PMID:39275312,literature_lead_for_manual_exact_pair_review,Treatment with Gac Fruit Extract and Probiotics Reduces Serum Trimethylamine N-Oxide in Chronic Kidney Disease Rats.,paper_search_lead,needs_manual_extraction,not_applicable_until_exact_pair_extracted,not_started,not_started,not_started,False,Search hit needs manual reaction extraction before it can become a candidate label.,39/46 cached ChEBI records have structures; failed/missing records must be rechecked.,data\curation\ncbi_round17_raw\gut_microbiota_choline_trimethylamine_lyase_esearch.json
18,tma_choline_carnitine_metabolism,PubMed,PMID:39153148,enzyme_or_mechanism_lead,"3,3-Dimethyl-1-Butanol and its Metabolite 3,3-Dimethylbutyrate Ameliorate Collagen-induced Arthritis Independent of Choline Trimethylamine Lyase Activity.",paper_mechanism_lead,needs_manual_extraction,not_applicable_until_exact_pair_extracted,not_started,not_started,not_started,False,The title suggests an enzyme/mechanism; full paper or abstract must expose exact substrate-product pairs.,39/46 cached ChEBI records have structures; failed/missing records must be rechecked.,data\curation\ncbi_round17_raw\gut_microbiota_choline_trimethylamine_lyase_esearch.json
18,tma_choline_carnitine_metabolism,PubMed,PMID:37011073,literature_lead_for_manual_exact_pair_review,Gut Microbiota-Derived Trimethylamine N-Oxide Contributes to Abdominal Aortic Aneurysm Through Inflammatory and Apoptotic Mechanisms.,paper_search_lead,needs_manual_extraction,not_applicable_until_exact_pair_extracted,not_started,not_started,not_started,False,Search hit needs manual reaction extraction before it can become a candidate label.,39/46 cached ChEBI records have structures; failed/missing records must be rechecked.,data\curation\ncbi_round17_raw\gut_microbiota_choline_trimethylamine_lyase_esearch.json
18,tryptophan_indole_metabolism,PubMed,PMID:42199008,literature_lead_for_manual_exact_pair_review,Increasing plant protein sources in the diet modulates gut microbiota and tryptophan metabolism in men at cardiometabolic risk.,paper_search_lead,needs_manual_extraction,not_applicable_until_exact_pair_extracted,not_started,not_started,not_started,False,Search hit needs manual reaction extraction before it can become a candidate label.,39/46 cached ChEBI records have structures; failed/missing records must be rechecked.,data\curation\ncbi_round17_raw\gut_microbiota_tryptophan_indole_indolepropionic_acid_esearch.json
18,tryptophan_indole_metabolism,PubMed,PMID:42034038,literature_lead_for_manual_exact_pair_review,Parabacteroides distasonis-derived extracellular vesicles alleviate ulcerative colitis by regulating tryptophan metabolism to activates AhR.,paper_search_lead,needs_manual_extraction,not_applicable_until_exact_pair_extracted,not_started,not_started,not_started,False,Search hit needs manual reaction extraction before it can become a candidate label.,39/46 cached ChEBI records have structures; failed/missing records must be rechecked.,data\curation\ncbi_round17_raw\gut_microbiota_tryptophan_indole_indolepropionic_acid_esearch.json
18,tryptophan_indole_metabolism,PubMed,PMID:41825730,literature_lead_for_manual_exact_pair_review,Lactobacillus johnsonii and 3-indolepropionic acid improve the depression-like behaviors via inhibiting neuroinflammation.,paper_search_lead,needs_manual_extraction,not_applicable_until_exact_pair_extracted,not_started,not_started,not_started,False,Search hit needs manual reaction extraction before it can become a candidate label.,39/46 cached ChEBI records have structures; failed/missing records must be rechecked.,data\curation\ncbi_round17_raw\gut_microbiota_tryptophan_indole_indolepropionic_acid_esearch.json
18,tryptophan_indole_metabolism,PubMed,PMID:41730870,literature_lead_for_manual_exact_pair_review,pH regulates gut bacterial tryptophan metabolism.,paper_search_lead,needs_manual_extraction,not_applicable_until_exact_pair_extracted,not_started,not_started,not_started,False,Search hit needs manual reaction extraction before it can become a candidate label.,39/46 cached ChEBI records have structures; failed/missing records must be rechecked.,data\curation\ncbi_round17_raw\gut_microbiota_tryptophan_indole_indolepropionic_acid_esearch.json
