round,source_type,priority_family,source_id,candidate_text,candidate_status,training_allowed_round17,required_next_verification,raw_file
17,Rhea,glucuronide_sulfate_deconjugation,RHEA:17369,glycyrrhizin + H2O = 2-(beta-D-glucuronosyl)-D-glucuronate + glycyrrhetinate,approved_exact_or_specific_reaction_lead,False,Map ChEBI/PubChem structures; de-dup local pairs; check clean generator route; only then decide import or rule repair.,data\curation\rhea_round17_raw\glucuronide_hydrolase.json
17,Rhea,glucuronide_sulfate_deconjugation,RHEA:28314,baicalein + UDP-alpha-D-glucuronate = baicalin + UDP,approved_exact_or_specific_reaction_lead,False,Map ChEBI/PubChem structures; de-dup local pairs; check clean generator route; only then decide import or rule repair.,data\curation\rhea_round17_raw\glucuronide_hydrolase.json
17,Rhea,glucuronide_sulfate_deconjugation,RHEA:20005,an alpha-D-glucuronoside + H2O = D-glucuronate + an alcohol,generic_rule_template_context,False,Map ChEBI/PubChem structures; de-dup local pairs; check clean generator route; only then decide import or rule repair.,data\curation\rhea_round17_raw\glucuronide_hydrolase.json
17,Rhea,tryptophan_indole_metabolism,RHEA:20133,3-(indol-3-yl)lactate + NAD(+) = indole-3-pyruvate + NADH + H(+),approved_exact_or_specific_reaction_lead,False,Map ChEBI/PubChem structures; de-dup local pairs; check clean generator route; only then decide import or rule repair.,data\curation\rhea_round17_raw\indolelactate_dehydrogenase.json
17,Rhea,tryptophan_indole_metabolism,RHEA:26434,indole + L-serine = L-tryptophan + H2O,approved_exact_or_specific_reaction_lead,False,Map ChEBI/PubChem structures; de-dup local pairs; check clean generator route; only then decide import or rule repair.,data\curation\rhea_round17_raw\tryptophan_indole_lyase.json
17,Rhea,tryptophan_indole_metabolism,RHEA:19553,L-tryptophan + H2O = indole + pyruvate + NH4(+),approved_exact_or_specific_reaction_lead,False,Map ChEBI/PubChem structures; de-dup local pairs; check clean generator route; only then decide import or rule repair.,data\curation\rhea_round17_raw\tryptophan_indole_lyase.json
17,Rhea,tryptophan_indole_metabolism,RHEA:30339,L-tryptophan + H(+) = tryptamine + CO2,approved_exact_or_specific_reaction_lead,False,Map ChEBI/PubChem structures; de-dup local pairs; check clean generator route; only then decide import or rule repair.,data\curation\rhea_round17_raw\tryptophan_indole_lyase.json
17,Rhea,tryptophan_indole_metabolism,RHEA:27586,L-tryptophan + pyruvate = indole-3-pyruvate + L-alanine,approved_exact_or_specific_reaction_lead,False,Map ChEBI/PubChem structures; de-dup local pairs; check clean generator route; only then decide import or rule repair.,data\curation\rhea_round17_raw\tryptophan_indole_lyase.json
17,Rhea,tryptophan_indole_metabolism,RHEA:10532,"(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate + L-serine = D-glyceraldehyde 3-phosphate + L-tryptophan + H2O",approved_exact_or_specific_reaction_lead,False,Map ChEBI/PubChem structures; de-dup local pairs; check clean generator route; only then decide import or rule repair.,data\curation\rhea_round17_raw\tryptophan_indole_lyase.json
17,Rhea,tryptophan_indole_metabolism,RHEA:73763,L-tryptophan + L-alanine + 2 ATP = cyclo(L-tryptophyl-L-alanyl) + 2 ADP + 2 phosphate + 2 H(+),approved_exact_or_specific_reaction_lead,False,Map ChEBI/PubChem structures; de-dup local pairs; check clean generator route; only then decide import or rule repair.,data\curation\rhea_round17_raw\tryptophan_indole_lyase.json
17,PubMed,glucuronide_sulfate_deconjugation,PMID:36829817,Potential Role of Quercetin Glycosides as Anti-Atherosclerotic Food-Derived Factors for Human Health.,literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_beta_glucuronidase_polyphenol_glucuronide_deconjugation_esearch.json
17,PubMed,bile_acid_secondary_transformations,PMID:29549099,Metabolism of Oxo-Bile Acids and Characterization of Recombinant 12α-Hydroxysteroid Dehydrogenases from Bile Acid 7α-Dehydroxylating Human Gut Bacteria.,enzyme_or_mechanism_lead,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_bile_acid_7_alpha_dehydroxylation_deoxycholic_acid_esearch.json
17,PubMed,bile_acid_secondary_transformations,PMID:25411028,A metabolomic and pharmacokinetic study on the mechanism underlying the lipid-lowering effect of orally administered berberine.,literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_bile_acid_7_alpha_dehydroxylation_deoxycholic_acid_esearch.json
17,PubMed,tma_choline_carnitine_metabolism,PMID:41786258,Microbial metabolite trimethylamine N-oxide exacerbated microglial-mediated neuroinflammation in hemorrhagic stroke.,literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_carnitine_trimethylamine_esearch.json
17,PubMed,tma_choline_carnitine_metabolism,PMID:41724378,Association between the gut microbiota and estimated glomerular filtration rate in two Swedish population-based cohorts.,literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_carnitine_trimethylamine_esearch.json
17,PubMed,tma_choline_carnitine_metabolism,PMID:41705073,Elevated serum trimethylamine N-oxide (TMAO) and trimethyllysine in patients with amyotrophic lateral sclerosis (ALS): An exploratory case-control study.,literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_carnitine_trimethylamine_esearch.json
17,PubMed,tma_choline_carnitine_metabolism,PMID:41627321,Punicalagin is the key pomegranate polyphenol inhibiting gut microbial trimethylamine (TMA) production from L-carnitine in an in vitro human colon model.,literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_carnitine_trimethylamine_esearch.json
17,PubMed,tma_choline_carnitine_metabolism,PMID:41516081,"Interplay Among Gut Microbiota-Derived TMAO, Autonomic Nervous System Dysfunction, and Heart Failure Progression.",literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_carnitine_trimethylamine_esearch.json
17,PubMed,tma_choline_carnitine_metabolism,PMID:41441627,"Correlations Between Trimethylamine-N-Oxide, Megalin, Lysine and Markers of Tubular Damage in Chronic Kidney Disease.",literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_carnitine_trimethylamine_esearch.json
17,PubMed,tma_choline_carnitine_metabolism,PMID:41374010,Plasma and Urinary TMAO and Methylamine Responses to Meat and Egg Ingestion: Links to Gut Microbiota Composition in Subjects With and Without Metabolic Syndrome.,literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_carnitine_trimethylamine_esearch.json
17,PubMed,tma_choline_carnitine_metabolism,PMID:41291687,Associations of trimethylamine N-oxide (TMAO) and its precursors with childhood obesity: a case-control study.,literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_carnitine_trimethylamine_esearch.json
17,PubMed,tma_choline_carnitine_metabolism,PMID:41154676,From Gut to Heart: Targeting Trimethylamine N-Oxide as a Novel Strategy in Heart Failure Management.,literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_carnitine_trimethylamine_esearch.json
17,PubMed,tma_choline_carnitine_metabolism,PMID:40996814,Associations of Plasma Trimethylamine N -Oxide-Related Metabolites with the Development and Progression of Albuminuria : The Multiethnic Study of Atherosclerosis.,literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_carnitine_trimethylamine_esearch.json
17,PubMed,tma_choline_carnitine_metabolism,PMID:40987209,Trimethylamine N-Oxide (TMAO) and cancer risk: Insights into a possible link.,literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_carnitine_trimethylamine_esearch.json
17,PubMed,tma_choline_carnitine_metabolism,PMID:40970516,"Effect of Varying Quantities of Lean Beef as Part of a Mediterranean-Style Dietary Pattern on Gut Microbiota and Plasma, Fecal, and Urinary Metabolites: A Randomized Crossover Controlled Feeding Trial.",literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_carnitine_trimethylamine_esearch.json
17,PubMed,tma_choline_carnitine_metabolism,PMID:40853000,Proteomic and metabolomic analysis reveals new insights into quaternary amine metabolism in Citrobacter amalonaticus CJ25.,literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_carnitine_trimethylamine_esearch.json
17,PubMed,tma_choline_carnitine_metabolism,PMID:40820985,Microbiota γ-Butyrobetaine Is Associated With Increased Risk of Major Adverse Limb Events in People With Lower Extremity Arterial Disease Undergoing Endovascular Therapy.,literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_carnitine_trimethylamine_esearch.json
17,PubMed,tma_choline_carnitine_metabolism,PMID:40598778,"Trimethylamine-N-oxide formation, the bacterial taxa involved and intervention strategies to reduce its concentration in the human body.",literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_carnitine_trimethylamine_esearch.json
17,PubMed,tma_choline_carnitine_metabolism,PMID:42022109,Porphyromonas gingivalis drives trimethylamine-N-oxide accumulation via modulation of gut microbial trimethylamine lyase in mice.,enzyme_or_mechanism_lead,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_choline_trimethylamine_lyase_esearch.json
17,PubMed,tma_choline_carnitine_metabolism,PMID:42001815,Gut microbiota-derived trimethylamine N-oxide promotes vascular dysfunction and hypertension in systemic lupus erythematosus.,literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_choline_trimethylamine_lyase_esearch.json
17,PubMed,tma_choline_carnitine_metabolism,PMID:41855263,Gut microbe-derived N-acyl serinol lipids shape host postprandial metabolic homeostasis.,literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_choline_trimethylamine_lyase_esearch.json
17,PubMed,tma_choline_carnitine_metabolism,PMID:41728982,Phenotypic high-throughput screening identifies modulators of gut microbial choline metabolism.,literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_choline_trimethylamine_lyase_esearch.json
17,PubMed,tma_choline_carnitine_metabolism,PMID:41614677,Discovery of a Highly Potent and Selective Small-Molecule Inhibitor of In Vivo Anaerobic Choline Metabolism by Human Gut Bacteria.,literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_choline_trimethylamine_lyase_esearch.json
17,PubMed,tma_choline_carnitine_metabolism,PMID:41608868,Gut microbe-derived trimethylamine shapes circadian rhythms through the host receptor TAAR5.,literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_choline_trimethylamine_lyase_esearch.json
17,PubMed,tma_choline_carnitine_metabolism,PMID:41406813,"Effects of rapeseed meal replacement of soybean meal on production performance, egg quality and gut microbiota in laying ducks.",literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_choline_trimethylamine_lyase_esearch.json
17,PubMed,tma_choline_carnitine_metabolism,PMID:41197815,"Metformin-mediated modulation of gut microbiota-derived trimethylamine N-oxide (TMAO) in myocardial infarction: Insights from in vivo, metabolomics, and in silico studies.",literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_choline_trimethylamine_lyase_esearch.json
17,PubMed,tma_choline_carnitine_metabolism,PMID:40863168,Choline Metabolism to the Proatherogenic Metabolite Trimethylamine Occurs Primarily in the Distal Colon Microbiome In Vitro.,literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_choline_trimethylamine_lyase_esearch.json
17,PubMed,tma_choline_carnitine_metabolism,PMID:40852121,"Ex vivo study on prebiotic & choline combination to modulate gut bacteria, enhance choline bioavailability, and reduce TMA production.",literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_choline_trimethylamine_lyase_esearch.json
17,PubMed,tma_choline_carnitine_metabolism,PMID:39604809,In vivo mechanism of the interaction between trimethylamine lyase expression and glycolytic pathways.,enzyme_or_mechanism_lead,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_choline_trimethylamine_lyase_esearch.json
17,PubMed,tma_choline_carnitine_metabolism,PMID:39275312,Treatment with Gac Fruit Extract and Probiotics Reduces Serum Trimethylamine N-Oxide in Chronic Kidney Disease Rats.,literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_choline_trimethylamine_lyase_esearch.json
17,PubMed,tma_choline_carnitine_metabolism,PMID:39153148,"3,3-Dimethyl-1-Butanol and its Metabolite 3,3-Dimethylbutyrate Ameliorate Collagen-induced Arthritis Independent of Choline Trimethylamine Lyase Activity.",enzyme_or_mechanism_lead,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_choline_trimethylamine_lyase_esearch.json
17,PubMed,tma_choline_carnitine_metabolism,PMID:37011073,Gut Microbiota-Derived Trimethylamine N-Oxide Contributes to Abdominal Aortic Aneurysm Through Inflammatory and Apoptotic Mechanisms.,literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_choline_trimethylamine_lyase_esearch.json
17,PubMed,tryptophan_indole_metabolism,PMID:42199008,Increasing plant protein sources in the diet modulates gut microbiota and tryptophan metabolism in men at cardiometabolic risk.,literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_tryptophan_indole_indolepropionic_acid_esearch.json
17,PubMed,tryptophan_indole_metabolism,PMID:42034038,Parabacteroides distasonis-derived extracellular vesicles alleviate ulcerative colitis by regulating tryptophan metabolism to activates AhR.,literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_tryptophan_indole_indolepropionic_acid_esearch.json
17,PubMed,tryptophan_indole_metabolism,PMID:41825730,Lactobacillus johnsonii and 3-indolepropionic acid improve the depression-like behaviors via inhibiting neuroinflammation.,literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_tryptophan_indole_indolepropionic_acid_esearch.json
17,PubMed,tryptophan_indole_metabolism,PMID:41730870,pH regulates gut bacterial tryptophan metabolism.,literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_tryptophan_indole_indolepropionic_acid_esearch.json
17,PubMed,tryptophan_indole_metabolism,PMID:41711114,Indole-3-propionic Acid Is an Endogenous Agonist of TAS2R38.,literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_tryptophan_indole_indolepropionic_acid_esearch.json
17,PubMed,tryptophan_indole_metabolism,PMID:41651833,Microbiota-derived IPA protects against colitis by regulating intestinal HMGCS2-mediated ketogenesis to facilitate mucosal healing.,literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_tryptophan_indole_indolepropionic_acid_esearch.json
17,PubMed,tryptophan_indole_metabolism,PMID:41522356,Gut Metabolite Indoleacrylic Acid Suppresses Osteoclast Formation by AHR mediated NF-κB Signaling Pathway.,literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_tryptophan_indole_indolepropionic_acid_esearch.json
17,PubMed,tryptophan_indole_metabolism,PMID:41187844,Clostridium sporogenes and its tryptophan metabolite indole -3- propionic acid repair antibiotic-induced muscle atrophy in mice.,literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_tryptophan_indole_indolepropionic_acid_esearch.json
17,PubMed,tryptophan_indole_metabolism,PMID:41093016,"Indole-3-propionic acid function through PXR and AhR, molecular signaling pathways, and antitoxic role in underlying diseases.",literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_tryptophan_indole_indolepropionic_acid_esearch.json
17,PubMed,tryptophan_indole_metabolism,PMID:40942152,Microbiota-Derived Tryptophan Metabolite Indole-3-Propionic Acid-Emerging Role in Neuroprotection.,literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_tryptophan_indole_indolepropionic_acid_esearch.json
17,PubMed,tryptophan_indole_metabolism,PMID:40825672,Indole Propionic Acid Regulates Gut Immunity: Mechanisms of Metabolite-Driven Immunomodulation and Barrier Integrity.,literature_lead_for_manual_exact_pair_review,False,"Read full paper/abstract for explicit single-step substrate-product conversion, microbe/strain, assay condition, and structure mapping.",data\curation\ncbi_round17_raw\gut_microbiota_tryptophan_indole_indolepropionic_acid_esearch.json
