round,query_id,priority_family,rhea_id,equation,status,balanced,transport,rhea_action_round14,positive_candidate_allowed_round14,reason_or_next_check,rhea_url,raw_file
14,bile_salt_hydrolase,bile_acid_deconjugation_and_lipid_context,79099,cholate + L-histidine = L-histidocholate + H2O,approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/79099,data\curation\rhea_round14_raw\bile_salt_hydrolase_rhea.json
14,bile_salt_hydrolase,bile_acid_deconjugation_and_lipid_context,79111,cholate + L-arginine = L-arginocholate + H2O,approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/79111,data\curation\rhea_round14_raw\bile_salt_hydrolase_rhea.json
14,bile_salt_hydrolase,bile_acid_deconjugation_and_lipid_context,79131,cholate + L-alanine = L-alanocholate + H2O,approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/79131,data\curation\rhea_round14_raw\bile_salt_hydrolase_rhea.json
14,bile_salt_hydrolase,bile_acid_deconjugation_and_lipid_context,79139,cholate + L-serine = L-serocholate + H2O,approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/79139,data\curation\rhea_round14_raw\bile_salt_hydrolase_rhea.json
14,bile_salt_hydrolase,bile_acid_deconjugation_and_lipid_context,79087,an L-alpha-amino acid + cholate = an N-choloyl-L-alpha-amino acid + H2O,approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/79087,data\curation\rhea_round14_raw\bile_salt_hydrolase_rhea.json
14,caffeic_acid,hydroxycinnamate_reduction_and_hydrolysis,12520,L-dopa = (E)-caffeate + NH4(+),approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/12520,data\curation\rhea_round14_raw\caffeic_acid_rhea.json
14,caffeic_acid,hydroxycinnamate_reduction_and_hydrolysis,20225,(E)-caffeate + S-adenosyl-L-methionine = (E)-ferulate + S-adenosyl-L-homocysteine + H(+),approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/20225,data\curation\rhea_round14_raw\caffeic_acid_rhea.json
14,caffeic_acid,hydroxycinnamate_reduction_and_hydrolysis,20689,chlorogenate + H2O = L-quinate + (E)-caffeate + H(+),approved,True,False,source_backed_positive_candidate_after_structure_mapping,True,"Approved balanced Rhea reaction; can become a positive candidate only after structure mapping, food-gut relevance, split guard, and generator recall checks.",https://www.rhea-db.org/rhea/20689,data\curation\rhea_round14_raw\caffeic_acid_rhea.json
14,caffeic_acid,hydroxycinnamate_reduction_and_hydrolysis,82259,(E)-4-coumarate + reduced [NADPH--hemoprotein reductase] + O2 = (E)-caffeate + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/82259,data\curation\rhea_round14_raw\caffeic_acid_rhea.json
14,caffeic_acid,hydroxycinnamate_reduction_and_hydrolysis,49264,5-O-[(E)-caffeoyl]-shikimate + H2O = shikimate + (E)-caffeate + H(+),approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/49264,data\curation\rhea_round14_raw\caffeic_acid_rhea.json
14,caffeic_acid,hydroxycinnamate_reduction_and_hydrolysis,71155,(E)-caffeoylpyruvate + H2O = (E)-caffeate + pyruvate + H(+),approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/71155,data\curation\rhea_round14_raw\caffeic_acid_rhea.json
14,caffeic_acid,hydroxycinnamate_reduction_and_hydrolysis,71123,(E)-caffeate + 2 malonyl-CoA + ATP + H(+) = hispidin + AMP + 2 CO2 + diphosphate + 2 CoA,approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/71123,data\curation\rhea_round14_raw\caffeic_acid_rhea.json
14,caffeic_acid,hydroxycinnamate_reduction_and_hydrolysis,36299,(E)-caffeate + ATP + CoA = (E)-caffeoyl-CoA + AMP + diphosphate,approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/36299,data\curation\rhea_round14_raw\caffeic_acid_rhea.json
14,caffeic_acid,hydroxycinnamate_reduction_and_hydrolysis,72431,(E)-caffeate + ATP + H(+) = (E)-caffeoyl-AMP + diphosphate,approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/72431,data\curation\rhea_round14_raw\caffeic_acid_rhea.json
14,caffeic_acid,hydroxycinnamate_reduction_and_hydrolysis,22216,"(E)-caffeate + O2 = 3-(2-carboxyethenyl)-cis,cis-muconate + 2 H(+)",approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/22216,data\curation\rhea_round14_raw\caffeic_acid_rhea.json
14,caffeic_acid,hydroxycinnamate_reduction_and_hydrolysis,38027,"hydrocaffeoyl-CoA + (E)-caffeate = 3-(3,4-dihydroxyphenyl)propanoate + (E)-caffeoyl-CoA",approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/38027,data\curation\rhea_round14_raw\caffeic_acid_rhea.json
14,caffeic_acid,hydroxycinnamate_reduction_and_hydrolysis,79503,"3-(3,4-dihydroxyphenyl)propanoate + NAD(+) = (E)-caffeate + NADH + H(+)",approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/79503,data\curation\rhea_round14_raw\caffeic_acid_rhea.json
14,caffeic_acid,hydroxycinnamate_reduction_and_hydrolysis,57464,(E)-caffeate + UDP-alpha-D-glucose = 1-O-[(E)-caffeoyl]-beta-D-glucose + UDP,approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/57464,data\curation\rhea_round14_raw\caffeic_acid_rhea.json
14,caffeic_acid,hydroxycinnamate_reduction_and_hydrolysis,82267,(E)-4-coumaric acid methyl ester + reduced [NADPH--hemoprotein reductase] + O2 = methyl (E)-caffeate + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/82267,data\curation\rhea_round14_raw\caffeic_acid_rhea.json
14,caffeic_acid,hydroxycinnamate_reduction_and_hydrolysis,82263,(E)-4-coumaraldehyde + reduced [NADPH--hemoprotein reductase] + O2 = (E)-caffeyl aldehyde + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/82263,data\curation\rhea_round14_raw\caffeic_acid_rhea.json
14,caffeic_acid,hydroxycinnamate_reduction_and_hydrolysis,45728,(E)-caffeyl alcohol + NADP(+) = (E)-caffeyl aldehyde + NADPH + H(+),approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/45728,data\curation\rhea_round14_raw\caffeic_acid_rhea.json
14,caffeic_acid,hydroxycinnamate_reduction_and_hydrolysis,74867,(E)-caffeyl aldehyde + NADP(+) + CoA = (E)-caffeoyl-CoA + NADPH + H(+),approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/74867,data\curation\rhea_round14_raw\caffeic_acid_rhea.json
14,catechin,polyphenol_ring_fission,10616,"(2R,3S)-catechin + NADP(+) + H2O = (2R,3S,4S)-leucocyanidin + NADPH + H(+)",approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/10616,data\curation\rhea_round14_raw\catechin_rhea.json
14,chlorogenate,hydroxycinnamate_reduction_and_hydrolysis,20689,chlorogenate + H2O = L-quinate + (E)-caffeate + H(+),approved,True,False,source_backed_positive_candidate_after_structure_mapping,True,"Approved balanced Rhea reaction; can become a positive candidate only after structure mapping, food-gut relevance, split guard, and generator recall checks.",https://www.rhea-db.org/rhea/20689,data\curation\rhea_round14_raw\chlorogenate_rhea.json
14,chlorogenate,hydroxycinnamate_reduction_and_hydrolysis,23204,chlorogenate + D-glucarate = 2-O-caffeoylglucarate + L-quinate,approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/23204,data\curation\rhea_round14_raw\chlorogenate_rhea.json
14,chlorogenate,hydroxycinnamate_reduction_and_hydrolysis,82243,"2 chlorogenate = 3,5-di-O-caffeoyl quinate + L-quinate",approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/82243,data\curation\rhea_round14_raw\chlorogenate_rhea.json
14,chlorogenate,hydroxycinnamate_reduction_and_hydrolysis,82247,L-quinate + (E)-caffeoyl-CoA = chlorogenate + CoA,approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/82247,data\curation\rhea_round14_raw\chlorogenate_rhea.json
14,daidzein,isoflavone_reductive_and_glycoside_metabolism,56048,daidzein + UDP-alpha-D-glucose = daidzein 7-O-beta-D-glucoside + UDP,approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/56048,data\curation\rhea_round14_raw\daidzein_rhea.json
14,daidzein,isoflavone_reductive_and_glycoside_metabolism,69683,daidzein 7-O-beta-D-glucoside + H2O = daidzein + beta-D-glucose + H(+),approved,True,False,source_backed_positive_candidate_after_structure_mapping,True,"Approved balanced Rhea reaction; can become a positive candidate only after structure mapping, food-gut relevance, split guard, and generator recall checks.",https://www.rhea-db.org/rhea/69683,data\curation\rhea_round14_raw\daidzein_rhea.json
14,daidzein,isoflavone_reductive_and_glycoside_metabolism,16445,"(2R,3S)-2,4',7-trihydroxyisoflavanone = daidzein + H2O + H(+)",approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/16445,data\curation\rhea_round14_raw\daidzein_rhea.json
14,daidzein,isoflavone_reductive_and_glycoside_metabolism,53208,daidzein + reduced [NADPH--hemoprotein reductase] + O2 = 2'-hydroxydaidzein + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/53208,data\curation\rhea_round14_raw\daidzein_rhea.json
14,daidzein,isoflavone_reductive_and_glycoside_metabolism,78835,"3''-dehydropuerarin = daidzein + 1,5-anhydro-D-erythro-hex-1-en-3-ulose",approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/78835,data\curation\rhea_round14_raw\daidzein_rhea.json
14,daidzein,isoflavone_reductive_and_glycoside_metabolism,78831,puerarin + 3-dehydro-D-glucose = 3''-dehydropuerarin + D-glucose,approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/78831,data\curation\rhea_round14_raw\daidzein_rhea.json
14,dihydrocaffeic_acid,hydroxycinnamate_reduction_and_hydrolysis,24760,"L-dopa + NADH + H(+) = 3-(3,4-dihydroxyphenyl)propanoate + NH4(+) + NAD(+)",approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/24760,data\curation\rhea_round14_raw\dihydrocaffeic_acid_rhea.json
14,dihydrocaffeic_acid,hydroxycinnamate_reduction_and_hydrolysis,38027,"hydrocaffeoyl-CoA + (E)-caffeate = 3-(3,4-dihydroxyphenyl)propanoate + (E)-caffeoyl-CoA",approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/38027,data\curation\rhea_round14_raw\dihydrocaffeic_acid_rhea.json
14,dihydrocaffeic_acid,hydroxycinnamate_reduction_and_hydrolysis,79503,"3-(3,4-dihydroxyphenyl)propanoate + NAD(+) = (E)-caffeate + NADH + H(+)",approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/79503,data\curation\rhea_round14_raw\dihydrocaffeic_acid_rhea.json
14,equol,isoflavone_reductive_and_glycoside_metabolism,,,,,,rhea_no_direct_support_for_gap,False,No direct Rhea reaction for this gut-specific edge in Round14 query.,,data\curation\rhea_round14_raw\equol_rhea.json
14,fucosyllactose,glycoside_and_hmo_hydrolysis,62888,lactose + GDP-beta-L-fucose = beta-D-galactosyl-(1->4)-[alpha-L-fucosyl-(1->3)]-D-glucose + GDP + H(+),approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/62888,data\curation\rhea_round14_raw\fucosyllactose_rhea.json
14,fucosyllactose,glycoside_and_hmo_hydrolysis,62900,alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-D-GlcNAc + GDP-beta-L-fucose = alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-D-GlcNAc + GDP + H(+),approved,True,False,biosynthesis_not_hydrolysis_for_target,False,"Rhea hit is fucosyltransferase/biosynthesis-like, not the target 2-FL hydrolysis edge.",https://www.rhea-db.org/rhea/62900,data\curation\rhea_round14_raw\fucosyllactose_rhea.json
14,fucosyllactose,glycoside_and_hmo_hydrolysis,64016,alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-D-Glc + GDP-beta-L-fucose = alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-D-Glc + GDP + H(+),approved,True,False,biosynthesis_not_hydrolysis_for_target,False,"Rhea hit is fucosyltransferase/biosynthesis-like, not the target 2-FL hydrolysis edge.",https://www.rhea-db.org/rhea/64016,data\curation\rhea_round14_raw\fucosyllactose_rhea.json
14,isoxanthohumol,prenylflavonoid_o_demethylation,,,,,,rhea_no_direct_support_for_gap,False,No direct Rhea reaction for this gut-specific edge in Round14 query.,,data\curation\rhea_round14_raw\isoxanthohumol_rhea.json
14,lariciresinol,lignan_redox_and_deglycosylation,34419,(+)-lariciresinol + NADP(+) = (+)-pinoresinol + NADPH + H(+),approved,True,False,source_rule_template_candidate_direction_review,False,Rhea supports the redox pair but listed equation direction is opposite of target generator repair; direction/stereochemistry and organism context review required.,https://www.rhea-db.org/rhea/34419,data\curation\rhea_round14_raw\lariciresinol_rhea.json
14,lariciresinol,lignan_redox_and_deglycosylation,34423,(-)-secoisolariciresinol + NADP(+) = (+)-lariciresinol + NADPH + H(+),approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/34423,data\curation\rhea_round14_raw\lariciresinol_rhea.json
14,lariciresinol,lignan_redox_and_deglycosylation,34427,(-)-lariciresinol + NADP(+) = (-)-pinoresinol + NADPH + H(+),approved,True,False,source_rule_template_candidate_direction_review,False,Rhea supports the redox pair but listed equation direction is opposite of target generator repair; direction/stereochemistry and organism context review required.,https://www.rhea-db.org/rhea/34427,data\curation\rhea_round14_raw\lariciresinol_rhea.json
14,lariciresinol,lignan_redox_and_deglycosylation,34431,(+)-secoisolariciresinol + NADP(+) = (-)-lariciresinol + NADPH + H(+),approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/34431,data\curation\rhea_round14_raw\lariciresinol_rhea.json
14,phenylvalerolactone,polyphenol_ring_fission,,,,,,rhea_no_direct_support_for_gap,False,No direct Rhea reaction for this gut-specific edge in Round14 query.,,data\curation\rhea_round14_raw\phenylvalerolactone_rhea.json
14,pinoresinol,lignan_redox_and_deglycosylation,34419,(+)-lariciresinol + NADP(+) = (+)-pinoresinol + NADPH + H(+),approved,True,False,source_rule_template_candidate_direction_review,False,Rhea supports the redox pair but listed equation direction is opposite of target generator repair; direction/stereochemistry and organism context review required.,https://www.rhea-db.org/rhea/34419,data\curation\rhea_round14_raw\pinoresinol_rhea.json
14,pinoresinol,lignan_redox_and_deglycosylation,56776,(+)-pinoresinol + reduced [NADPH--hemoprotein reductase] + O2 = (+)-piperitol + oxidized [NADPH--hemoprotein reductase] + 2 H2O + H(+),approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/56776,data\curation\rhea_round14_raw\pinoresinol_rhea.json
14,pinoresinol,lignan_redox_and_deglycosylation,65028,(+)-pinoresinol + 2 oxidized [azurin] + H2O = (+)-6-hydroxypinoresinol + 2 reduced [azurin] + 2 H(+),approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/65028,data\curation\rhea_round14_raw\pinoresinol_rhea.json
14,pinoresinol,lignan_redox_and_deglycosylation,34427,(-)-lariciresinol + NADP(+) = (-)-pinoresinol + NADPH + H(+),approved,True,False,source_rule_template_candidate_direction_review,False,Rhea supports the redox pair but listed equation direction is opposite of target generator repair; direction/stereochemistry and organism context review required.,https://www.rhea-db.org/rhea/34427,data\curation\rhea_round14_raw\pinoresinol_rhea.json
14,quercetin,polyphenol_ring_fission,15381,"quercetin + O2 = 2-(3,4-dihydroxybenzoyloxy)-4,6-dihydroxybenzoate + CO",approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/15381,data\curation\rhea_round14_raw\quercetin_rhea.json
14,quercetin,polyphenol_ring_fission,17673,"quercetin + S-adenosyl-L-methionine = 3',4',5,7-tetrahydroxy-3-methoxyflavone + S-adenosyl-L-homocysteine + H(+)",approved,True,False,off_family_quercetin_not_ring_fission,False,"Rhea hit is quercetin glycoside/conjugation chemistry, not gut polyphenol ring-fission; do not count it as solving the ring-fission gap.",https://www.rhea-db.org/rhea/17673,data\curation\rhea_round14_raw\quercetin_rhea.json
14,quercetin,polyphenol_ring_fission,73115,quercetin + S-adenosyl-L-methionine = rhamnetin + S-adenosyl-L-homocysteine + H(+),approved,True,False,off_family_quercetin_not_ring_fission,False,"Rhea hit is quercetin glycoside/conjugation chemistry, not gut polyphenol ring-fission; do not count it as solving the ring-fission gap.",https://www.rhea-db.org/rhea/73115,data\curation\rhea_round14_raw\quercetin_rhea.json
14,quercetin,polyphenol_ring_fission,61180,quercetin + UDP-alpha-D-glucose = quercetin 3-O-beta-D-glucoside + UDP + H(+),approved,True,False,off_family_quercetin_not_ring_fission,False,"Rhea hit is quercetin glycoside/conjugation chemistry, not gut polyphenol ring-fission; do not count it as solving the ring-fission gap.",https://www.rhea-db.org/rhea/61180,data\curation\rhea_round14_raw\quercetin_rhea.json
14,quercetin,polyphenol_ring_fission,69647,quercetin 4'-O-beta-D-glucoside + H2O = quercetin + beta-D-glucose,approved,True,False,off_family_quercetin_not_ring_fission,False,"Rhea hit is quercetin glycoside/conjugation chemistry, not gut polyphenol ring-fission; do not count it as solving the ring-fission gap.",https://www.rhea-db.org/rhea/69647,data\curation\rhea_round14_raw\quercetin_rhea.json
14,quercetin,polyphenol_ring_fission,69655,quercetin 3-O-beta-D-glucoside + H2O = quercetin + beta-D-glucose,approved,True,False,off_family_quercetin_not_ring_fission,False,"Rhea hit is quercetin glycoside/conjugation chemistry, not gut polyphenol ring-fission; do not count it as solving the ring-fission gap.",https://www.rhea-db.org/rhea/69655,data\curation\rhea_round14_raw\quercetin_rhea.json
14,quercetin,polyphenol_ring_fission,13453,"quercetin + 3'-phosphoadenylyl sulfate = quercetin 3-sulfate + adenosine 3',5'-bisphosphate + H(+)",approved,True,False,off_family_quercetin_not_ring_fission,False,"Rhea hit is quercetin glycoside/conjugation chemistry, not gut polyphenol ring-fission; do not count it as solving the ring-fission gap.",https://www.rhea-db.org/rhea/13453,data\curation\rhea_round14_raw\quercetin_rhea.json
14,quercetin,polyphenol_ring_fission,17465,quercitrin + H2O = L-rhamnopyranose + quercetin,approved,True,False,off_family_quercetin_not_ring_fission,False,"Rhea hit is quercetin glycoside/conjugation chemistry, not gut polyphenol ring-fission; do not count it as solving the ring-fission gap.",https://www.rhea-db.org/rhea/17465,data\curation\rhea_round14_raw\quercetin_rhea.json
14,quercetin,polyphenol_ring_fission,61160,quercetin + UDP-beta-L-rhamnose = quercitrin + UDP + H(+),approved,True,False,off_family_quercetin_not_ring_fission,False,"Rhea hit is quercetin glycoside/conjugation chemistry, not gut polyphenol ring-fission; do not count it as solving the ring-fission gap.",https://www.rhea-db.org/rhea/61160,data\curation\rhea_round14_raw\quercetin_rhea.json
14,quercetin,polyphenol_ring_fission,21860,"quercetin 3,3'-bissulfate + 3'-phosphoadenylyl sulfate = quercetin 3,3',7-trissulfate + adenosine 3',5'-bisphosphate + H(+)",approved,True,False,off_family_quercetin_not_ring_fission,False,"Rhea hit is quercetin glycoside/conjugation chemistry, not gut polyphenol ring-fission; do not count it as solving the ring-fission gap.",https://www.rhea-db.org/rhea/21860,data\curation\rhea_round14_raw\quercetin_rhea.json
14,quercetin,polyphenol_ring_fission,22504,"quercetin 3-sulfate + 3'-phosphoadenylyl sulfate = quercetin 3,3'-bissulfate + adenosine 3',5'-bisphosphate + H(+)",approved,True,False,off_family_quercetin_not_ring_fission,False,"Rhea hit is quercetin glycoside/conjugation chemistry, not gut polyphenol ring-fission; do not count it as solving the ring-fission gap.",https://www.rhea-db.org/rhea/22504,data\curation\rhea_round14_raw\quercetin_rhea.json
14,quercetin,polyphenol_ring_fission,17205,"quercetin 3-sulfate + 3'-phosphoadenylyl sulfate = quercetin 3,4'-bissulfate + adenosine 3',5'-bisphosphate + H(+)",approved,True,False,off_family_quercetin_not_ring_fission,False,"Rhea hit is quercetin glycoside/conjugation chemistry, not gut polyphenol ring-fission; do not count it as solving the ring-fission gap.",https://www.rhea-db.org/rhea/17205,data\curation\rhea_round14_raw\quercetin_rhea.json
14,quercetin,polyphenol_ring_fission,60944,quercetin + S-adenosyl-L-methionine = isorhamnetin + S-adenosyl-L-homocysteine + H(+),approved,True,False,off_family_quercetin_not_ring_fission,False,"Rhea hit is quercetin glycoside/conjugation chemistry, not gut polyphenol ring-fission; do not count it as solving the ring-fission gap.",https://www.rhea-db.org/rhea/60944,data\curation\rhea_round14_raw\quercetin_rhea.json
14,quercetin,polyphenol_ring_fission,61124,kaempferol + reduced [NADPH--hemoprotein reductase] + O2 = quercetin + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/61124,data\curation\rhea_round14_raw\quercetin_rhea.json
14,quercetin,polyphenol_ring_fission,61128,quercetin + reduced [NADPH--hemoprotein reductase] + O2 = myricetin + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),approved,True,False,context_or_rule_template_only,False,Reaction may inform rule coverage but is not yet a source-backed food-gut positive.,https://www.rhea-db.org/rhea/61128,data\curation\rhea_round14_raw\quercetin_rhea.json
